"ID";"TravelMotives";"Population";"TravelModes";"Margins";"RegionCharacteristics";"Periods";"Trips_1";"DistanceTravelled_2";"TimeTravelled_3";"Trips_4";"DistanceTravelled_5";"TimeTravelled_6"
"10129";"2030170";"A048709";"A018985";"MBG0095";"LD01    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"10134";"2030170";"A048709";"A018985";"MBG0095";"LD02    ";"2022JJ00";"    0.03";"    0.04";"    0.27";"      10";"      16";"     1.6"
"10139";"2030170";"A048709";"A018985";"MBG0095";"LD03    ";"2022JJ00";"    0.03";"    0.06";"    0.38";"      10";"      22";"     2.3"
"10144";"2030170";"A048709";"A018985";"MBG0095";"LD04    ";"2022JJ00";"    0.03";"    0.04";"    0.33";"      10";"      16";"     2.0"
"10149";"2030170";"A048709";"A018985";"MBG0095";"PV20    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"10154";"2030170";"A048709";"A018985";"MBG0095";"PV21    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"10159";"2030170";"A048709";"A018985";"MBG0095";"PV22    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"10164";"2030170";"A048709";"A018985";"MBG0095";"PV23    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"10169";"2030170";"A048709";"A018985";"MBG0095";"PV24    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"10174";"2030170";"A048709";"A018985";"MBG0095";"PV25    ";"2022JJ00";"    0.03";"    0.04";"    0.28";"       9";"      16";"     1.7"
"10179";"2030170";"A048709";"A018985";"MBG0095";"PV26    ";"2022JJ00";"    0.03";"    0.05";"    0.33";"      10";"      19";"     2.0"
"10184";"2030170";"A048709";"A018985";"MBG0095";"PV27    ";"2022JJ00";"    0.03";"    0.07";"    0.38";"      11";"      24";"     2.3"
"10189";"2030170";"A048709";"A018985";"MBG0095";"PV28    ";"2022JJ00";"    0.03";"    0.07";"    0.48";"      11";"      26";"     2.9"
"10194";"2030170";"A048709";"A018985";"MBG0095";"PV29    ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
"10199";"2030170";"A048709";"A018985";"MBG0095";"PV30    ";"2022JJ00";"    0.03";"    0.04";"    0.33";"       9";"      16";"     2.0"
"10204";"2030170";"A048709";"A018985";"MBG0095";"PV31    ";"2022JJ00";"    0.04";"    0.05";"    0.42";"      14";"      19";"     2.6"
"10209";"2030170";"A048709";"A018985";"MBG0095";"1018850 ";"2022JJ00";"    0.03";"    0.08";"    0.45";"      11";"      28";"     2.8"
"10214";"2030170";"A048709";"A018985";"MBG0095";"1018905 ";"2022JJ00";"    0.03";"    0.05";"    0.34";"       9";"      19";"     2.0"
"10219";"2030170";"A048709";"A018985";"MBG0095";"1018955 ";"2022JJ00";"    0.03";"    0.05";"    0.40";"      11";"      17";"     2.4"
"10224";"2030170";"A048709";"A018985";"MBG0095";"1019005 ";"2022JJ00";"    0.02";"    0.03";"       .";"       9";"      11";"       ."
"10229";"2030170";"A048709";"A018985";"MBG0095";"1019052 ";"2022JJ00";"       .";"       .";"       .";"       .";"       .";"       ."
